title,title_type,genre,runtime,mpaa_rating,thtr_rel_year,thtr_rel_month,thtr_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director,imdb_url,rt_url
Eye of the Needle,Feature Film,Drama,112.0,R,1981.0,7.0,24.0,7.1,6946,Fresh,85.0,Upright,72.0,no,no,no,no,no,no,Richard Marquand,http://www.imdb.com/title/tt0082351/,//www.rottentomatoes.com/m/eye_of_the_needle/
Funny Lady,Feature Film,Drama,136.0,PG,1975.0,3.0,7.0,6.4,3584,Rotten,38.0,Spilled,55.0,no,no,no,yes,no,no,Herbert Ross,http://www.imdb.com/title/tt0073026/,//www.rottentomatoes.com/m/funny_lady/
Alvin and the Chipmunks,Feature Film,Animation,92.0,PG,2007.0,12.0,14.0,5.3,54363,Rotten,27.0,Upright,65.0,no,no,no,no,no,no,Tim Hill,http://www.imdb.com/title/tt0952640/,//www.rottentomatoes.com/m/1184827-alvin_and_the_chipmunks/
Pina,Documentary,Musical & Performing Arts,103.0,PG,2011.0,12.0,23.0,7.7,11197,Certified Fresh,95.0,Upright,81.0,no,no,no,no,no,no,Wim Wenders,http://www.imdb.com/title/tt1440266/,//www.rottentomatoes.com/m/pina_3d/
Capote,Feature Film,Drama,114.0,R,2005.0,9.0,30.0,7.4,96787,Certified Fresh,90.0,Upright,81.0,yes,no,yes,no,no,no,Bennett Miller,http://www.imdb.com/title/tt0379725/,//www.rottentomatoes.com/m/1151898-capote/
Dead Men Don't Wear Plaid,Feature Film,Mystery & Suspense,88.0,PG,1982.0,5.0,21.0,6.8,16366,Fresh,77.0,Upright,73.0,no,no,no,no,no,no,Carl Reiner,http://www.imdb.com/title/tt0083798/,//www.rottentomatoes.com/m/dead_men_dont_wear_plaid/
Tarzan,Feature Film,Drama,88.0,G,1999.0,6.0,16.0,7.2,134270,Certified Fresh,88.0,Upright,74.0,no,no,no,no,no,no,Chris Buck,http://www.imdb.com/title/tt0120855/,//www.rottentomatoes.com/m/tarzan/
Cocoon: The Return,Feature Film,Drama,116.0,PG,1988.0,11.0,23.0,5.2,11657,Rotten,36.0,Spilled,35.0,no,no,no,no,no,no,Daniel Petrie,http://www.imdb.com/title/tt0094890/,//www.rottentomatoes.com/m/cocoon_the_return/
Death Defying Acts,Feature Film,Drama,97.0,PG,2008.0,7.0,11.0,5.9,8345,Rotten,44.0,Spilled,26.0,no,no,no,no,no,no,Gillian Armstrong,http://www.imdb.com/title/tt0472071/,//www.rottentomatoes.com/m/death_defying_acts/
Half Baked,Feature Film,Comedy,82.0,R,1998.0,1.0,16.0,6.7,46794,Rotten,29.0,Upright,81.0,no,no,no,no,no,no,Tamra Davis,http://www.imdb.com/title/tt0120693/,//www.rottentomatoes.com/m/half_baked/
Dance of the Dead,Feature Film,Action & Adventure,87.0,R,2008.0,3.0,9.0,5.9,10087,Fresh,80.0,Spilled,52.0,no,no,no,no,no,no,Gregg Bishop,http://www.imdb.com/title/tt0926063/,//www.rottentomatoes.com/m/1203339-dance_of_the_dead/
Around the World in 80 Days,Feature Film,Action & Adventure,120.0,PG,2004.0,6.0,16.0,5.8,66054,Rotten,31.0,Spilled,34.0,no,no,no,no,no,yes,Frank Coraci,http://www.imdb.com/title/tt0327437/,//www.rottentomatoes.com/m/around_the_world_in_80_days/
LOL,Feature Film,Comedy,97.0,PG-13,2012.0,5.0,4.0,4.2,43574,Rotten,17.0,Spilled,51.0,no,no,no,no,no,no,Liza Azuelos,http://www.imdb.com/title/tt1592873/,//www.rottentomatoes.com/m/lol_2011/
